index,timestamp,direction,outcome,setup_score,passed_checks,chk_structure_aligned,chk_secondary_confirmation,chk_htf_aligned,chk_vwap_aligned,chk_ema_aligned,chk_rsi_not_extreme,chk_adx_trending,chk_volume_above_average,regime,htf_score,structure_type,cisd,fvg,order_block,sweep_kind,level_source,sweep_reaction,sweep_reaction_atr_ratio,bars_to_reclaim,rsi14,macd,adx,atr14,above_vwap,above_ema20,ema20_gt_ema50,volume,volume_ratio,probability,confidence,rr,risk_amount,reward_amount,time_bucket,day_of_week
22963,2025-03-26T06:30:00+00:00,BEARISH,TIMEOUT,50.0,4,True,True,False,False,True,False,True,False,BULLISH,0.229,BOS,False,True,False,UPPER_SWEEP,EQUAL_LOW,42.45,1.895089285714286,3,19.17,-18.1336,70.35,22.4,,False,False,0.0,,0.4541,57.6,2.0,60.84,121.68,MID,Wednesday
22976,2025-03-26T07:35:00+00:00,BEARISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.218,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,62.0,3.165574883716181,3,42.12,-14.4776,28.88,19.5857,,False,False,0.0,,0.5259,61.4,2.0,74.2086,148.4171,MID,Wednesday
22997,2025-03-26T09:20:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.165,BOS,False,False,True,UPPER_SWEEP,EQUAL_LOW,5.95,0.2634410268444193,3,41.51,-20.2442,34.48,22.5857,,False,False,0.0,,0.5259,35.1,2.0,55.5086,111.0171,CLOSING,Wednesday
23012,2025-03-27T04:20:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.215,BOS,False,False,True,LOWER_SWEEP,EQUAL_HIGH,54.05,1.3874236018594814,2,64.3,-1.7497,2.41,38.9571,,True,False,0.0,,0.5259,61.3,2.0,62.6957,125.3914,OPENING,Thursday
23035,2025-03-27T06:15:00+00:00,BULLISH,LOSS,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.25,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_LOW,9.6,0.6342620427201913,3,65.11,12.0807,35.67,15.1357,,True,True,0.0,,0.5965,54.5,2.0,35.3136,70.6271,MID,Thursday
23064,2025-03-27T08:40:00+00:00,BULLISH,LOSS,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.235,BOS,True,False,True,LOWER_SWEEP,EQUAL_HIGH,7.3667,0.5982232039173969,2,64.05,5.3115,9.11,12.3143,,True,True,0.0,,0.5259,48.6,2.0,9.7814,19.5629,MID,Thursday
23081,2025-03-28T03:50:00+00:00,BEARISH,TIMEOUT,50.0,4,True,True,False,False,True,True,False,False,BULLISH,0.178,CHOCH,True,False,True,UPPER_SWEEP,EQUAL_LOW,69.1643,2.446440572451311,2,33.53,-3.2361,6.22,28.2714,,False,True,0.0,,0.4541,55.9,2.0,83.5771,167.1543,OPENING,Friday
23095,2025-03-28T05:00:00+00:00,BULLISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.228,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,100.95,3.5148008105454474,3,61.92,-6.869,24.98,28.7214,,True,False,0.0,,0.5965,65.9,2.0,110.6221,221.2443,MID,Friday
23117,2025-03-28T06:50:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.153,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,43.05,2.1652642326514804,2,36.87,-3.6569,27.25,19.8821,,False,False,0.0,,0.5259,59.3,2.0,65.6382,131.2764,MID,Friday
23134,2025-03-28T08:15:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.099,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,46.375,1.8608505140160667,2,40.42,-21.2252,29.87,24.9214,,False,False,0.0,,0.5259,57.5,2.0,60.5421,121.0843,MID,Friday
23146,2025-03-28T09:15:00+00:00,BULLISH,LOSS,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.193,CHOCH,True,True,False,LOWER_SWEEP,EQUAL_LOW,37.2357,1.2110588556709079,3,63.33,11.7908,49.22,30.7464,,True,False,0.0,,0.5965,64.8,2.0,44.8246,89.6493,CLOSING,Friday
23169,2025-04-01T04:55:00+00:00,BEARISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,RANGE,-0.031,BOS,False,True,False,UPPER_SWEEP,PDL,33.5,0.685221510637297,1,36.2,-32.2171,33.03,48.8893,,False,False,0.0,,0.5259,44.7,2.0,181.3889,362.7779,MID,Tuesday
23203,2025-04-01T07:45:00+00:00,BEARISH,TIMEOUT,50.0,4,True,True,False,False,True,True,False,False,TRANSITION,-0.091,CHOCH,True,False,True,UPPER_SWEEP,EQUAL_LOW,22.5667,0.8468948901164886,1,44.77,-30.1425,4.03,26.6464,,False,False,0.0,,0.4541,47.9,2.0,33.7646,67.5293,MID,Tuesday
23230,2025-04-02T03:45:00+00:00,BULLISH,WIN,62.5,5,True,True,False,False,True,True,True,False,RANGE,-0.036,BOS,False,True,False,LOWER_SWEEP,EQUAL_LOW,25.1833,1.2084522992614914,2,71.13,-2.8473,63.64,20.8393,,True,False,0.0,,0.5259,55.4,2.0,53.1339,106.2679,OPENING,Wednesday
23246,2025-04-02T05:05:00+00:00,BULLISH,WIN,50.0,4,True,True,False,False,True,True,False,False,RANGE,0.017,CHOCH,True,False,False,LOWER_SWEEP,EQUAL_HIGH,18.8667,0.6160555102040817,3,54.68,19.906,11.97,30.625,,True,True,0.0,,0.4541,37.8,2.0,39.1625,78.325,MID,Wednesday
23274,2025-04-02T07:25:00+00:00,BEARISH,LOSS,50.0,4,True,True,False,False,True,True,False,False,RANGE,0.005,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_HIGH,47.0833,2.5618545482245656,2,37.92,2.5463,17.12,18.3786,,False,True,0.0,,0.4541,50.2,2.0,50.8379,101.6757,MID,Wednesday
23293,2025-04-02T09:00:00+00:00,BULLISH,WIN,50.0,4,True,True,False,False,True,True,False,False,TRANSITION,0.051,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,20.35,1.2795844965919667,3,55.37,6.3451,10.9,15.9036,,True,True,0.0,,0.4541,51.7,2.0,28.8904,57.7807,CLOSING,Wednesday
23305,2025-04-03T03:45:00+00:00,BEARISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,RANGE,-0.023,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,97.8,3.413183683725605,1,34.19,4.6771,46.93,28.6536,,False,True,0.0,,0.5259,54.9,2.0,125.2154,250.4307,OPENING,Thursday
23319,2025-04-03T04:55:00+00:00,BULLISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,RANGE,0.042,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,43.55,1.460360680585083,2,69.61,-2.4848,26.13,29.8214,,True,False,0.0,,0.5259,55.6,2.0,47.8821,95.7643,MID,Thursday
23347,2025-04-03T07:15:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,RANGE,0.009,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,18.1667,1.6798775695144392,2,37.53,-3.9586,37.85,10.8143,,False,False,0.0,,0.5259,54.5,2.0,21.2314,42.4629,MID,Thursday
23364,2025-04-03T08:40:00+00:00,BEARISH,TIMEOUT,50.0,4,True,True,False,False,True,True,False,False,RANGE,0.012,CHOCH,True,False,False,UPPER_SWEEP,EQUAL_LOW,17.25,1.5279955355956525,2,45.61,-2.6489,7.2,11.2893,,False,False,0.0,,0.4541,50.4,2.0,18.6289,37.2579,MID,Thursday
23380,2025-04-04T03:45:00+00:00,BEARISH,TIMEOUT,50.0,4,True,True,False,False,True,False,True,False,TRANSITION,-0.11,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,114.925,4.889676475093177,1,10.62,-17.2193,95.16,23.5036,,False,False,0.0,,0.4541,53.7,2.0,163.6504,327.3007,OPENING,Friday
23427,2025-04-04T07:40:00+00:00,BEARISH,WIN,75.0,6,True,True,True,False,True,True,True,False,BEARISH,-0.176,CHOCH,False,False,True,UPPER_SWEEP,EQUAL_LOW,28.1625,1.4101415023483583,1,43.99,-14.371,21.92,19.9714,,False,False,0.0,,0.5965,64.2,2.0,37.9971,75.9943,MID,Friday
23450,2025-04-04T09:35:00+00:00,BULLISH,LOSS,50.0,4,True,True,False,False,True,True,False,False,BEARISH,-0.167,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_LOW,20.35,1.0044075476168148,2,59.66,-16.0434,3.12,20.2607,,True,False,0.0,,0.4541,55.6,2.0,65.8261,131.6521,CLOSING,Friday
23488,2025-04-07T06:30:00+00:00,BEARISH,WIN,75.0,6,True,True,True,False,True,True,True,False,BEARISH,-0.75,BOS,False,True,False,UPPER_SWEEP,EQUAL_LOW,50.325,1.3458437296920005,2,34.85,-68.5265,30.41,37.3929,,False,False,0.0,,0.5965,83.3,2.0,70.4893,140.9786,MID,Monday
23509,2025-04-07T08:15:00+00:00,BULLISH,WIN,62.5,5,True,True,False,False,True,True,True,False,BEARISH,-0.669,CHOCH,True,True,True,LOWER_SWEEP,EQUAL_LOW,69.325,1.445454299040673,3,64.13,-12.7367,55.27,47.9607,,True,False,0.0,,0.5259,76.5,2.0,94.2961,188.5921,MID,Monday
23524,2025-04-07T09:30:00+00:00,BULLISH,WIN,62.5,5,True,True,False,False,True,True,True,False,BEARISH,-0.528,BOS,False,True,False,LOWER_SWEEP,EQUAL_HIGH,80.525,1.9356971153846154,3,72.57,28.961,64.41,41.6,,True,False,0.0,,0.5259,71.8,2.0,112.51,225.02,CLOSING,Monday
23553,2025-04-08T05:40:00+00:00,BULLISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,BEARISH,-0.239,CHOCH,True,True,False,LOWER_SWEEP,EQUAL_HIGH,80.2,1.4578027894565595,3,55.32,42.8304,24.1,55.0143,,True,True,0.0,,0.5259,62.1,2.0,89.7514,179.5029,MID,Tuesday
23565,2025-04-08T06:40:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,-0.138,BOS,False,True,False,LOWER_SWEEP,EQUAL_HIGH,13.65,0.2347954871103298,2,65.77,40.5714,40.5,58.1357,,True,True,0.0,,0.5259,33.3,2.0,139.2636,278.5271,MID,Tuesday
23583,2025-04-08T08:10:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,-0.134,CHOCH,True,True,True,UPPER_SWEEP,EQUAL_HIGH,28.45,0.5826085710014519,2,42.97,48.285,37.59,48.8321,,False,True,0.0,,0.5259,44.7,2.0,114.8832,229.7664,MID,Tuesday
23605,2025-04-09T03:45:00+00:00,BEARISH,TIMEOUT,62.5,5,True,True,True,False,True,False,True,False,BEARISH,-0.269,CHOCH,True,True,True,UPPER_SWEEP,EQUAL_HIGH,123.25,2.496743598106324,1,18.13,-19.1158,68.03,49.3643,,False,True,0.0,,0.5259,63.1,2.0,150.1364,300.2729,OPENING,Wednesday
23626,2025-04-09T05:30:00+00:00,BEARISH,LOSS,75.0,6,True,True,True,False,True,True,True,False,BEARISH,-0.292,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,41.25,1.269371376521707,2,40.81,-31.0961,40.87,32.4964,,False,False,0.0,,0.5965,68.1,2.0,46.2496,92.4993,MID,Wednesday
23644,2025-04-09T07:00:00+00:00,BULLISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,BEARISH,-0.219,CHOCH,True,False,True,LOWER_SWEEP,EQUAL_HIGH,18.475,1.2337228714524209,0,70.1,0.7859,56.23,14.975,,True,False,0.0,,0.5259,61.5,2.0,26.8975,53.795,MID,Wednesday
23656,2025-04-09T08:00:00+00:00,BEARISH,TIMEOUT,62.5,5,True,True,True,False,True,True,False,False,BEARISH,-0.243,BOS,False,False,True,UPPER_SWEEP,EQUAL_LOW,22.75,1.3430307037480889,3,42.5,-1.5627,1.49,16.9393,,False,False,0.0,,0.5259,62.3,2.0,27.8439,55.6879,MID,Wednesday
23680,2025-04-11T03:45:00+00:00,BULLISH,TIMEOUT,50.0,4,True,True,False,False,True,False,True,False,TRANSITION,0.071,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,274.0167,7.9187338889595305,2,95.55,26.886,90.26,34.6036,,True,True,0.0,,0.4541,52.4,2.0,375.2104,750.4207,OPENING,Friday
23730,2025-04-11T07:55:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.076,CHOCH,False,False,True,UPPER_SWEEP,EQUAL_HIGH,14.575,0.8505634435710242,3,38.97,18.206,26.31,17.1357,,False,True,0.0,,0.5259,51.7,2.0,43.6136,87.2271,MID,Friday
23755,2025-04-15T03:45:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,True,False,True,False,True,False,BULLISH,0.378,CHOCH,True,True,True,LOWER_SWEEP,PDH,112.95,1.9772428884026259,3,93.4,33.7878,92.89,57.125,,True,True,0.0,,0.5259,66.8,2.0,474.1625,948.325,OPENING,Tuesday
23788,2025-04-15T06:30:00+00:00,BULLISH,WIN,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.315,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,24.525,2.227378822418193,2,58.69,34.3766,6.28,11.0107,,True,True,0.0,,0.5259,64.7,2.0,27.6011,55.2021,MID,Tuesday
23828,2025-04-15T09:50:00+00:00,BULLISH,LOSS,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.29,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,17.0375,1.5838376514116261,2,60.14,1.8234,16.48,10.7571,,True,True,0.0,,0.5259,63.8,2.0,29.8257,59.6514,CLOSING,Tuesday
23853,2025-04-16T05:40:00+00:00,BULLISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.227,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,42.6,1.8906360259363308,2,36.84,-7.8174,37.81,22.5321,,True,True,0.0,,0.5965,65.9,2.0,48.0532,96.1064,MID,Wednesday
23866,2025-04-16T06:45:00+00:00,BULLISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.231,BOS,True,False,False,LOWER_SWEEP,EQUAL_HIGH,7.58,0.5397745479922239,3,69.27,5.9229,32.13,14.0429,,True,True,0.0,,0.5965,50.7,2.0,21.8543,43.7086,MID,Wednesday
23879,2025-04-16T07:50:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.197,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,46.475,3.311199298930584,1,36.92,1.5409,26.22,14.0357,,False,True,0.0,,0.5259,60.7,2.0,48.9036,97.8071,MID,Wednesday
23905,2025-04-17T03:45:00+00:00,BEARISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.189,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_HIGH,84.4833,4.330100918982917,1,35.07,16.5135,49.27,19.5107,,False,True,0.0,,0.5259,60.5,2.0,96.0011,192.0021,OPENING,Thursday
23923,2025-04-17T05:15:00+00:00,BULLISH,LOSS,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.247,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,40.775,1.4027501126672377,3,70.15,7.9515,37.2,29.0679,,True,True,0.0,,0.5965,66.6,2.0,51.0568,102.1136,MID,Thursday
23979,2025-04-17T09:55:00+00:00,BEARISH,LOSS,37.5,3,True,True,False,False,False,True,False,False,BULLISH,0.457,CHOCH,True,False,True,UPPER_SWEEP,EQUAL_LOW,22.375,1.1997319034852547,0,54.86,28.0799,7.13,18.65,,True,True,0.0,,0.3843,61.1,2.0,26.315,52.63,CLOSING,Thursday
24015,2025-04-21T06:40:00+00:00,BULLISH,WIN,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.564,BOS,False,True,False,LOWER_SWEEP,EQUAL_HIGH,15.5,0.9640142798502356,3,74.71,37.4304,59.72,16.0786,,True,True,0.0,,0.5965,75.9,2.0,26.9079,53.8157,MID,Monday
24033,2025-04-21T08:10:00+00:00,BEARISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.511,CHOCH,False,False,True,UPPER_SWEEP,EQUAL_HIGH,32.05,1.7766764785773281,3,28.79,11.4686,70.53,18.0393,,False,True,0.0,,0.5259,71.2,2.0,59.2039,118.4079,MID,Monday
24050,2025-04-21T09:35:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.492,CHOCH,True,True,False,UPPER_SWEEP,EQUAL_HIGH,17.45,0.9752471650766504,3,36.59,-2.8013,41.21,17.8929,,False,True,0.0,,0.5259,69.7,2.0,37.8393,75.6786,CLOSING,Monday
24065,2025-04-22T04:35:00+00:00,BULLISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.491,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,50.3667,1.370522448979592,2,65.96,11.2812,52.46,36.75,,True,True,0.0,,0.5965,74.7,2.0,58.425,116.85,MID,Tuesday
24129,2025-04-22T09:55:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.386,BOS,True,False,True,UPPER_SWEEP,EQUAL_HIGH,35.7,2.1186943620178043,3,33.57,-7.6996,61.32,16.85,,False,False,0.0,,0.5259,67.0,2.0,41.885,83.77,CLOSING,Tuesday
24141,2025-04-23T04:40:00+00:00,BEARISH,TIMEOUT,50.0,4,True,True,False,False,True,True,False,False,BULLISH,0.379,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_HIGH,127.75,2.523102932724497,3,52.31,19.8591,8.65,50.6321,,False,True,0.0,,0.4541,62.6,2.0,142.8632,285.7264,MID,Wednesday
24159,2025-04-23T06:10:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.414,CHOCH,False,False,True,LOWER_SWEEP,EQUAL_HIGH,39.55,1.3203755141285185,3,58.95,-3.6296,9.43,29.9536,,True,False,0.0,,0.5259,68.0,2.0,61.4454,122.8907,MID,Wednesday
24172,2025-04-23T07:15:00+00:00,BULLISH,WIN,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.391,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,14.4667,0.6522819294274661,1,57.94,4.2565,22.5,22.1786,,True,True,0.0,,0.5965,59.8,2.0,27.2679,54.5357,MID,Wednesday
24198,2025-04-23T09:25:00+00:00,BULLISH,LOSS,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.442,BOS,False,True,False,LOWER_SWEEP,EQUAL_HIGH,32.05,2.134631651159228,3,77.04,17.987,28.59,15.0143,,True,True,0.0,,0.5965,73.1,2.0,40.6014,81.2029,CLOSING,Wednesday
24231,2025-04-24T05:55:00+00:00,BEARISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.344,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,18.325,1.3574074074074074,3,21.1,-4.4724,45.19,13.5,,False,True,0.0,,0.5259,65.6,2.0,28.85,57.7,MID,Thursday
24270,2025-04-24T09:10:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.317,CHOCH,True,False,False,UPPER_SWEEP,EQUAL_LOW,11.5833,1.0540525784171875,3,39.57,-5.2863,33.33,10.9893,,False,False,0.0,,0.5259,64.7,2.0,15.4989,30.9979,CLOSING,Thursday
24284,2025-04-25T04:05:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.278,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,110.25,3.2973737651671717,2,47.77,6.5619,24.28,33.4357,,False,True,0.0,,0.5259,63.4,2.0,118.8936,237.7871,OPENING,Friday
24304,2025-04-25T05:45:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,RANGE,0.048,BOS,True,False,False,UPPER_SWEEP,EQUAL_LOW,45.55,0.9580820690365963,2,36.42,-73.3595,55.19,47.5429,,False,False,0.0,,0.5259,54.4,2.0,56.0543,112.1086,MID,Friday
24316,2025-04-25T06:45:00+00:00,BULLISH,WIN,50.0,4,True,True,False,False,True,True,False,False,TRANSITION,0.101,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_LOW,45.3,1.4200626959247649,3,52.53,-40.6593,3.2,31.9,,True,False,0.0,,0.4541,53.4,2.0,94.54,189.08,MID,Friday
24336,2025-04-25T08:25:00+00:00,BULLISH,LOSS,62.5,5,True,True,True,False,True,False,True,False,BULLISH,0.256,BOS,False,True,False,LOWER_SWEEP,EQUAL_LOW,60.45,1.8383862344558286,3,85.39,39.3398,77.18,32.8821,,True,True,0.0,,0.5259,62.7,2.0,88.0382,176.0764,MID,Friday
24353,2025-04-25T09:50:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.143,BOS,False,True,False,UPPER_SWEEP,EQUAL_LOW,51.525,1.6480458542171104,3,33.47,0.2971,32.37,31.2643,,False,True,0.0,,0.5259,58.9,2.0,86.8264,173.6529,CLOSING,Friday
24366,2025-04-28T04:40:00+00:00,BULLISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.332,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_LOW,90.8,1.770349761061274,3,73.98,51.172,69.61,51.2893,,True,True,0.0,,0.5965,69.4,2.0,97.9789,195.9579,MID,Monday
24379,2025-04-28T05:45:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.284,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,47.45,1.7618381039725832,2,39.58,32.5784,37.21,26.9321,,False,True,0.0,,0.5259,63.6,2.0,58.8932,117.7864,MID,Monday
24392,2025-04-28T06:50:00+00:00,BULLISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.34,CHOCH,True,True,False,LOWER_SWEEP,EQUAL_HIGH,39.45,1.8224739448591916,3,79.49,27.2944,60.42,21.6464,,True,True,0.0,,0.5965,69.7,2.0,51.3146,102.6293,MID,Monday
24416,2025-04-28T08:50:00+00:00,BEARISH,TIMEOUT,50.0,4,True,True,False,False,True,True,False,False,BULLISH,0.309,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_HIGH,42.1,2.461988304093567,1,35.25,8.5398,19.8,17.1,,False,True,0.0,,0.4541,60.3,2.0,50.71,101.42,MID,Monday
24430,2025-04-29T03:45:00+00:00,BULLISH,LOSS,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.377,CHOCH,True,True,True,LOWER_SWEEP,EQUAL_HIGH,48.5333,1.7151757820782856,1,74.86,11.0667,41.12,28.2964,,True,True,0.0,,0.5965,70.9,2.0,132.5296,265.0593,OPENING,Tuesday
24452,2025-04-29T05:35:00+00:00,BULLISH,LOSS,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.312,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,28.5375,1.0231098236468779,3,45.47,1.0942,15.33,27.8929,,True,True,0.0,,0.5259,64.6,2.0,41.4393,82.8786,MID,Tuesday
24474,2025-04-29T07:25:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.296,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,26.35,1.6929768765700997,2,58.94,1.6717,5.47,15.5643,,True,True,0.0,,0.5259,64.0,2.0,29.9064,59.8129,MID,Tuesday
24493,2025-04-29T09:00:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.278,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_HIGH,19.4,1.3428951157381768,3,35.47,2.2806,20.59,14.4464,,False,True,0.0,,0.5259,63.4,2.0,26.2946,52.5893,CLOSING,Tuesday
24511,2025-04-30T04:15:00+00:00,BULLISH,LOSS,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.283,CHOCH,False,False,True,LOWER_SWEEP,EQUAL_HIGH,57.87,1.7962064566591862,3,59.99,0.8635,23.23,32.2179,,True,True,0.0,,0.5965,67.8,2.0,69.9218,139.8436,OPENING,Wednesday
24529,2025-04-30T05:45:00+00:00,BULLISH,LOSS,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.26,CHOCH,True,False,True,LOWER_SWEEP,EQUAL_HIGH,29.8,1.4263218605363543,1,47.75,-1.9147,0.45,20.8929,,True,False,0.0,,0.5259,62.8,2.0,32.3393,64.6786,MID,Wednesday
24544,2025-04-30T07:00:00+00:00,BULLISH,LOSS,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.256,BOS,False,False,True,LOWER_SWEEP,EQUAL_HIGH,15.015,1.190315752756792,3,74.07,3.0744,9.55,12.6143,,True,True,0.0,,0.5259,62.7,2.0,21.6614,43.3229,MID,Wednesday
24568,2025-04-30T09:00:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.228,CHOCH,True,False,True,UPPER_SWEEP,EQUAL_LOW,4.825,0.4737033291771798,3,44.97,-2.0357,27.29,10.1857,,False,False,0.0,,0.5259,44.2,2.0,17.7186,35.4371,CLOSING,Wednesday
24580,2025-05-02T03:45:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.276,CHOCH,True,False,True,LOWER_SWEEP,PDH,197.4,4.881390132865801,1,59.69,-1.8594,6.41,40.4393,,True,False,0.0,,0.5259,63.4,2.0,215.7939,431.5879,OPENING,Friday
24606,2025-05-02T05:55:00+00:00,BEARISH,WIN,50.0,4,True,True,False,False,True,False,True,False,BULLISH,0.241,BOS,True,True,False,UPPER_SWEEP,EQUAL_HIGH,47.2167,1.3576365926172993,2,19.65,-14.0994,88.9,34.7786,,False,True,0.0,,0.4541,58.0,2.0,59.2279,118.4557,MID,Friday
24618,2025-05-02T06:55:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.13,CHOCH,False,False,True,UPPER_SWEEP,EQUAL_LOW,60.8833,1.9145691823899371,3,21.63,-43.8376,75.05,31.8,,False,False,0.0,,0.5259,58.5,2.0,84.98,169.96,MID,Friday
24631,2025-05-02T08:00:00+00:00,BULLISH,LOSS,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.25,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,74.4,2.287218017375479,3,68.78,-6.3239,27.48,32.5286,,True,False,0.0,,0.5965,66.7,2.0,101.5029,203.0057,MID,Friday
24655,2025-05-05T03:45:00+00:00,BULLISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.264,CHOCH,False,True,True,LOWER_SWEEP,EQUAL_HIGH,88.7667,2.425558251631308,1,64.15,3.2935,32.03,36.5964,,True,False,0.0,,0.5965,67.1,2.0,130.7096,261.4193,OPENING,Monday
24683,2025-05-05T06:05:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.261,BOS,False,False,True,UPPER_SWEEP,EQUAL_LOW,24.7167,1.0941773317455608,3,43.38,10.8513,23.92,22.5893,,False,True,0.0,,0.5259,62.9,2.0,38.0089,76.0179,MID,Monday
24699,2025-05-05T07:25:00+00:00,BULLISH,LOSS,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.269,BOS,False,True,False,LOWER_SWEEP,EQUAL_LOW,22.3833,1.2442563079163724,2,66.98,1.9546,22.4,17.9893,,True,True,0.0,,0.5965,67.3,2.0,34.3989,68.7979,MID,Monday
